end_point_id,minIndex,minDistSquare
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.00164928621894
5,0.0,0.0
6,0.0,0.00166422116778
7,1.0,1.71037427125e-05
8,1.0,0.000354483428133
9,0.0,0.0015227313717
10,1.0,0.000759086750669
11,0.0,0.0
12,0.0,0.00235954610818
13,1.0,0.000758158939028
14,1.0,0.000162972677901
15,0.0,0.0
16,2.0,0.00644178730784
17,0.0,0.0
18,1.0,0.00110928855641
19,1.0,0.000259781965787
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,1.0,0.00082397552877
24,0.0,0.00163014265681
25,0.0,0.0
26,0.0,0.0
27,2.0,0.00636012761552
28,0.0,0.00176539779222
29,1.0,0.000433470089985
30,0.0,0.0
31,0.0,0.0
32,0.0,0.00234991895294
33,2.0,0.00626558756383
34,0.0,0.0
35,0.0,0.0
36,1.0,2.33427882797e-05
37,1.0,0.000140500269575
38,2.0,0.00474524302696
39,0.0,0.0357308964257
40,0.0,0.0
41,0.0,0.0
42,1.0,0.000240921350117
43,1.0,0.00171597380602
44,1.0,0.000221931106559
45,1.0,0.00306859912667
46,0.0,0.00232609495919
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.00220465752095
51,0.0,0.00148703798827
52,2.0,0.0115791677769
53,1.0,0.187528547886
54,1.0,0.00893726840832
55,1.0,0.00320997697082
56,1.0,0.000726471903317
57,0.0,0.0
58,1.0,0.000319833941114
59,0.0,0.0
60,0.0,0.0
61,1.0,0.00910460714859
62,1.0,5.25855581845e-05
63,0.0,0.0
64,1.0,0.00119704331703
65,1.0,0.0135504092932
66,1.0,5.57526538684e-06
67,0.0,0.00172790113155
68,0.0,0.0
69,1.0,0.00019650383143
70,1.0,0.00849654610242
71,1.0,0.000373266860821
72,1.0,0.000620701892128
73,1.0,0.000127630045176
74,1.0,3.46157606559e-06
75,0.0,0.0
76,0.0,0.00171454743441
77,0.0,0.00157930617546
78,0.0,0.0
79,2.0,0.0106245342409
80,1.0,0.000255287462349
81,0.0,0.0
82,2.0,0.00835839645482
83,0.0,0.00162014837133
84,0.0,0.0
85,0.0,0.00173636152436
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.00206876961587
90,1.0,0.000437809640442
91,1.0,0.0161715268145
92,0.0,0.0
93,0.0,0.0
94,1.0,9.15017319973e-05
95,1.0,0.000483864481123
96,0.0,0.0
97,0.0,0.00156060073802
98,2.0,0.0584406842609
99,1.0,0.000267981845312
100,1.0,0.000830245411267
101,1.0,0.000214043694783
102,0.0,0.00150880180342
103,1.0,0.000198080778031
104,1.0,0.00105931794566
105,1.0,0.000682936368956
106,1.0,0.000763973484025
107,1.0,0.00412767515251
108,0.0,0.0
109,1.0,0.00105692567683
110,1.0,0.00120971172776
111,1.0,0.000580545704076
112,0.0,0.0
113,1.0,0.000850938333846
114,1.0,0.000504608604245
115,1.0,0.000760560656998
116,1.0,0.000645984058291
117,1.0,0.000240136497978
118,0.0,0.0
119,1.0,0.000259350705096
120,1.0,0.000125888437553
121,1.0,0.000685872366151
122,0.0,0.00205002142656
123,1.0,0.00544272804641
124,1.0,0.00528840942751
125,2.0,0.0126866300796
126,0.0,0.0
127,1.0,0.00418295457562
128,1.0,0.000925932434474
129,0.0,0.0
130,0.0,0.0
131,1.0,0.000421105241544
132,1.0,1.51921168151e-05
133,1.0,0.000307349129636
134,1.0,0.00077053484939
135,1.0,0.000288977072561
136,0.0,0.0
137,1.0,0.000724812139108
138,0.0,0.0
139,0.0,0.0
140,0.0,0.00143395597497
141,0.0,0.0017724995583
142,0.0,0.00162890627868
143,0.0,0.00223979782488
144,1.0,0.000179013618793
145,1.0,0.000521172659589
146,2.0,0.00517161280124
147,1.0,0.000263309504245
148,1.0,0.000618465576334
149,0.0,0.0
150,0.0,0.0
151,0.0,0.00152920235694
152,0.0,0.00218373342882
153,1.0,0.000953009583731
154,0.0,0.00179271971288
155,0.0,0.00176439715201
156,0.0,0.0
157,0.0,0.0016492624261
158,1.0,0.00208514179708
159,1.0,0.0107492902285
160,1.0,0.000240210565106
161,1.0,0.000846371856468
162,1.0,0.000634426135939
163,0.0,0.0
164,0.0,0.00140085395581
165,1.0,0.0110411969007
166,0.0,0.00142192638352
167,1.0,0.00254219215337
168,0.0,0.0
169,1.0,0.00125369418495
170,1.0,8.30364949069e-05
171,0.0,0.0
172,1.0,0.000237153314532
173,0.0,0.0
174,2.0,0.00650597722147
175,1.0,4.95132009787e-05
176,2.0,0.00655138607875
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,1.0,0.000144247800905
181,0.0,0.0
182,1.0,0.00188607724821
183,1.0,0.00407700609631
184,1.0,0.000254555554146
185,0.0,0.0
186,0.0,0.0
187,1.0,0.00108689685611
188,0.0,0.0
189,1.0,0.000178424462393
190,0.0,0.00174313703749
191,0.0,0.0
192,1.0,0.00207681302973
193,0.0,0.0
194,1.0,0.000644544136404
195,0.0,0.00157317513655
196,0.0,0.00177970298526
197,0.0,0.00154322102058
198,1.0,0.0038797659793
199,0.0,0.0015045200808
200,1.0,7.68840780246e-05
201,1.0,0.00518660274842
202,1.0,0.00158093515944
203,0.0,0.00176563985658
204,0.0,0.0
205,0.0,0.0
206,0.0,0.00213612902034
207,1.0,0.000838979856769
208,1.0,0.000221085090036
209,1.0,0.000684144958174
210,0.0,0.0
211,0.0,0.0
212,0.0,0.0
213,1.0,0.00161935107468
214,0.0,0.00156154478328
215,0.0,0.00169441083724
216,0.0,0.00156004835558
217,0.0,0.00155266017164
218,0.0,0.0
219,0.0,0.00160862351998
220,1.0,0.00257412870598
221,1.0,0.000692605874158
222,1.0,0.000378842207505
223,1.0,0.000196502472016
224,0.0,0.00196496216109
225,0.0,0.00157409517835
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,2.0,0.0178106520502
230,0.0,0.0
231,0.0,0.00175556341024
232,0.0,0.00162606925391
233,0.0,0.00162743722852
234,0.0,0.00149442923494
235,1.0,0.000277333049397
236,1.0,9.7684579824e-05
237,0.0,0.0021892861655
238,0.0,0.00166269922036
239,1.0,0.000369253835059
240,1.0,0.00245763872496
241,1.0,0.00129668284003
242,1.0,0.00114387203274
243,0.0,0.0
244,1.0,0.0107567462161
245,2.0,0.0122875817775
246,0.0,0.0018471787953
247,1.0,0.00205054652601
248,1.0,9.96876537871e-05
249,1.0,9.92576553009e-05
250,0.0,0.00171716172717
251,0.0,0.0380135031317
252,0.0,0.0
253,0.0,0.0
254,1.0,0.000191050554605
255,0.0,0.00193516782786
256,0.0,0.0
257,1.0,0.000241313290738
258,0.0,0.0
259,0.0,0.0
260,0.0,0.0
261,0.0,0.00244674984965
262,0.0,0.00196515119027
263,1.0,0.00127983512061
264,1.0,0.000487673663909
265,0.0,0.00194262459539
266,0.0,0.0
267,1.0,0.000699307296793
268,0.0,0.00186091213809
269,0.0,0.0
270,2.0,0.00831093391643
271,1.0,0.000885172396186
272,1.0,0.00506226488673
273,0.0,0.0
274,0.0,0.0
275,2.0,0.00706759716089
276,0.0,0.0
277,1.0,0.000405511176205
278,0.0,0.0
279,0.0,0.00186602115812
280,0.0,0.0
281,1.0,0.0110333834732
282,0.0,0.00166543213224
283,0.0,0.0
284,0.0,0.00165130040902
285,0.0,0.0
286,1.0,0.000931028681976
287,0.0,0.0
288,1.0,0.000450389398918
289,1.0,0.000538079377501
290,1.0,0.000871569841285
291,0.0,0.0
292,0.0,0.00158763900337
293,1.0,0.0226312290219
294,0.0,0.0
295,0.0,0.00164899857348
296,0.0,0.00172440883119
297,2.0,0.00639883425556
298,1.0,0.00220281481491
299,1.0,0.000129028544527
300,0.0,0.0018625037749
301,0.0,0.00242426986464
302,1.0,1.44200109779e-05
303,0.0,0.0
304,0.0,0.00161090675009
305,1.0,2.79859666481e-06
306,1.0,0.000645995894606
307,0.0,0.0
308,0.0,0.0
309,1.0,0.000378762375058
310,0.0,0.00179059480938
311,1.0,0.000273833887081
312,0.0,0.0
313,1.0,0.000725411630018
314,0.0,0.0
315,0.0,0.0
316,1.0,0.000377599553284
317,0.0,0.0
318,1.0,0.000846693627154
319,0.0,0.0
320,1.0,0.000336057110609
321,0.0,0.00150210620747
322,1.0,0.000696096726039
323,0.0,0.00167147070649
324,1.0,0.00017352944064
325,1.0,5.98739497831e-05
326,1.0,1.28788336037e-06
327,1.0,0.00117534997944
328,0.0,0.00160757988752
329,0.0,0.0
