start_point_id,minIndex,minDistSquare
516,2.0,0.00216806974384
517,1.0,0.00381781651265
518,1.0,0.00231495195809
519,1.0,0.00316979907871
520,2.0,0.0018585556825
521,2.0,0.00175992361506
522,2.0,0.00194920443886
523,1.0,0.002988801219
524,1.0,0.0033370646839
525,2.0,0.00269561282137
526,2.0,0.00188049356153
527,1.0,0.00999909384657
528,1.0,0.00226459091321
529,1.0,0.00362609522577
530,2.0,0.00266043014871
531,1.0,0.00216090880096
532,1.0,0.00307300333862
533,2.0,0.00299215116311
534,1.0,0.00380770217527
535,1.0,0.00244236850764
536,2.0,0.00306915200656
537,1.0,0.00262770896551
538,0.0,0.0
539,2.0,0.00272144266327
540,2.0,0.00566438626827
541,0.0,0.0
542,1.0,0.0182790453568
543,2.0,0.00122924597334
544,2.0,0.00187539309404
545,1.0,0.00444585246896
546,2.0,0.00288962761369
547,2.0,0.00241581958364
548,2.0,0.0116273926506
549,2.0,0.00231297051584
550,1.0,0.00395909237696
551,1.0,0.00246573658149
552,1.0,0.00118526534565
553,1.0,0.00268148935092
554,2.0,0.00167089598953
555,2.0,0.00200803528962
556,2.0,0.00202814350626
557,1.0,0.00536842993385
558,1.0,0.00195803551667
559,1.0,0.00253097434755
560,2.0,0.00220002730799
561,1.0,0.00684504691567
562,1.0,0.00716375898515
563,0.0,0.0
564,2.0,0.00153389368511
565,2.0,0.00177632788521
566,2.0,0.00183746527499
567,1.0,0.00304792533369
568,2.0,0.00200327900893
569,2.0,0.00208991698572
570,2.0,0.00213328108649
571,1.0,0.00193488407314
572,2.0,0.00212084587162
573,1.0,0.00259234681623
574,1.0,0.00366026134413
575,1.0,0.00194069952264
576,1.0,0.0032994284965
577,1.0,0.00298866396205
578,1.0,0.00443133232017
579,1.0,0.00388629097869
580,2.0,0.00127503298937
581,1.0,0.00142790880808
582,1.0,0.00383650170168
583,1.0,0.00404366716606
584,1.0,0.00473806674206
585,1.0,0.00821833928213
586,2.0,0.00133138475669
587,1.0,0.00443801456594
588,2.0,0.00278203373022
589,2.0,0.00240088070839
590,1.0,0.00305346720093
591,1.0,0.00281177686065
592,2.0,0.00188166107937
593,2.0,0.0552555399921
594,2.0,0.00211592365214
595,2.0,0.00107818530876
596,2.0,0.00204190174104
597,2.0,0.00444239535897
598,2.0,0.00203322294325
599,2.0,0.00240647976032
600,1.0,0.00375346709162
601,2.0,0.0032159896928
602,1.0,0.00178482536121
603,0.0,0.0
604,1.0,0.00166212036553
605,2.0,0.00240124870246
606,1.0,0.00365471123825
607,1.0,0.00428894757434
608,2.0,0.00198946159846
609,2.0,0.00270441416764
610,1.0,0.00216128041677
611,2.0,0.00266847843708
612,1.0,0.00380976751706
613,1.0,0.00299106282609
614,2.0,0.00202116947923
615,1.0,0.0107157074254
616,1.0,0.00322959510663
617,2.0,0.00247523559231
618,2.0,0.00222363316052
619,1.0,0.00484273785273
620,2.0,0.00262747848647
621,2.0,0.00135525226732
622,2.0,0.00197530846673
623,2.0,0.00239179251934
624,1.0,0.00183935415986
625,2.0,0.00143890524762
626,1.0,0.00138413660292
627,2.0,0.00272736956512
628,0.0,0.0
629,1.0,0.00314007545525
630,2.0,0.00216599756967
631,1.0,0.0038437709945
632,2.0,0.00261954890802
633,1.0,0.00341247201029
634,1.0,0.00273814245789
635,2.0,0.00220296095935
636,2.0,0.00344793429249
637,2.0,0.00170088488039
638,1.0,0.00368941208307
639,2.0,0.0031914711568
640,2.0,0.00182525650347
641,2.0,0.00224526080894
642,2.0,0.00141881955097
643,2.0,0.00294839534197
644,2.0,0.00205227849362
645,2.0,0.00123600710955
646,2.0,0.016244171753
647,1.0,0.00276371092825
648,1.0,0.00443934942961
649,2.0,0.00180752335365
650,1.0,0.00571977274463
651,1.0,0.00399312537306
652,1.0,0.00197525773439
653,2.0,0.00216899458961
654,2.0,0.00234050410754
655,2.0,0.00173409422993
656,2.0,0.00161709482607
657,1.0,0.0080000333678
658,2.0,0.00232240903206
659,1.0,0.0195564886773
660,1.0,0.00431263537357
661,2.0,0.00208714474618
662,1.0,0.00304273247901
663,2.0,0.00203687336695
664,2.0,0.00184180181917
665,1.0,0.00245010425178
666,2.0,0.00166524127141
667,1.0,0.00347498508197
668,2.0,0.00289600861802
669,2.0,0.00238954280636
670,1.0,0.00296104219716
671,2.0,0.00238303813011
672,2.0,0.0026204873074
673,1.0,0.0034208759703
674,1.0,0.00408598225115
675,2.0,0.00197516395566
676,2.0,0.0013226550912
677,2.0,0.00138841558475
678,1.0,0.00227243296668
679,2.0,0.00171006904694
680,2.0,0.00252534879011
681,2.0,0.002892323917
682,1.0,0.010592986998
683,2.0,0.0020005646216
684,1.0,0.00231147038307
685,2.0,0.00135124693084
686,2.0,0.00295723772989
687,1.0,0.00287717696092
688,2.0,0.00250938066049
689,1.0,0.00589254194744
690,2.0,0.00300359823418
691,1.0,0.00538143623669
692,2.0,0.00195985094742
693,1.0,0.00400408923303
694,2.0,0.00201167673467
695,1.0,0.00248710367368
696,2.0,0.00205643668798
697,2.0,0.00190866177695
698,1.0,0.00200828144162
699,2.0,0.00192392771156
700,1.0,0.00376831173317
701,1.0,0.00349368582508
702,1.0,0.00255369244462
703,0.0,0.0
704,1.0,0.00130900433765
705,2.0,0.00225347811036
706,2.0,0.00202523598994
707,2.0,0.00130981681931
708,1.0,0.00607159463485
709,2.0,0.00732323092684
710,2.0,0.00295513310902
711,2.0,0.0020155279467
712,2.0,0.00156631575769
713,1.0,0.00436659613268
714,1.0,0.0049380865578
715,1.0,0.00364220677786
716,2.0,0.00196695922122
717,2.0,0.0026609855928
718,1.0,0.00242097125342
719,0.0,0.0
720,1.0,0.00349012303775
721,2.0,0.00191069499827
722,2.0,0.00207323033539
723,2.0,0.00225749318167
724,2.0,0.00243710378985
725,2.0,0.0014561279444
726,1.0,0.00229141857004
727,2.0,0.002031829625
728,2.0,0.00187148067347
729,1.0,0.00312270360212
730,1.0,0.00225148435301
731,1.0,0.0095056789655
732,1.0,0.00250712585584
733,1.0,0.00331997020122
734,2.0,0.00280753539115
735,1.0,0.00339520870339
736,2.0,0.00193596305147
737,2.0,0.0091968157223
738,1.0,0.00323197048849
739,1.0,0.00661596293922
740,1.0,0.0078287794877
741,1.0,0.00299495648928
742,2.0,0.00150843614432
743,2.0,0.00199014380275
744,2.0,0.00272003584628
745,2.0,0.00204334562497
746,1.0,0.00359238313519
747,1.0,0.00315007173366
748,1.0,0.00539469918447
749,2.0,0.00239800679888
750,2.0,0.00196313738816
751,1.0,0.00180145145139
752,2.0,0.00282232568501
753,2.0,0.00233887523563
754,2.0,0.00200040159694
755,1.0,0.00423028041837
756,2.0,0.00192694837022
757,2.0,0.00178520492844
758,2.0,0.00159701146333
759,1.0,0.00451987636896
760,1.0,0.00216162665429
761,2.0,0.00182379568274
762,1.0,0.00337331811656
763,2.0,0.0019546706624
764,2.0,0.00209972794784
765,2.0,0.00104358833395
766,2.0,0.00292205386962
767,1.0,0.00739556936357
768,1.0,0.00439976924602
769,1.0,0.00242364020854
770,1.0,0.00392591687881
771,2.0,0.00291970997328
772,2.0,0.00278754448376
773,1.0,0.0111141327257
774,1.0,0.0014685800808
775,1.0,0.0077794691564
776,2.0,0.00220887573906
777,0.0,0.0
778,2.0,0.00193214008487
779,1.0,0.0042857296839
780,1.0,0.00279922327068
781,1.0,0.00346535271749
782,2.0,0.00378144904267
783,2.0,0.00239114508933
784,2.0,0.00195925889412
785,2.0,0.00225203439944
786,1.0,0.0040256072194
787,2.0,0.00178476349851
788,1.0,0.0101569907817
789,2.0,0.00420520835063
790,2.0,0.0020383596699
791,1.0,0.0052087203853
792,2.0,0.0016649463157
793,2.0,0.00193772823734
794,2.0,0.0019140786908
795,1.0,0.00280720250294
796,2.0,0.00234236491051
797,1.0,0.00169314627245
798,2.0,0.00205832687508
799,2.0,0.00869788797795
800,2.0,0.00203230937691
801,2.0,0.00203332565484
802,0.0,0.0
803,2.0,0.00210254405328
804,2.0,0.00199819821983
805,1.0,0.00223103487204
806,2.0,0.0027688632102
807,2.0,0.00203458659216
808,2.0,0.00240838539923
809,1.0,0.00404345649171
810,2.0,0.0111808861846
811,2.0,0.00266692633753
812,2.0,0.00222568191242
813,2.0,0.00419207508396
814,2.0,0.00212084245171
815,2.0,0.00205045968368
816,1.0,0.00341512133656
817,1.0,0.00196914325844
818,2.0,0.00296689873843
819,2.0,0.00261728337099
820,2.0,0.00139031360236
821,2.0,0.00197150291915
822,0.0,0.0
823,1.0,0.00273696514518
824,1.0,0.00303624991091
825,1.0,0.00319045909785
826,2.0,0.00212852201537
827,1.0,0.00378711732873
828,1.0,0.00465423729044
829,2.0,0.00185824564212
830,1.0,0.00335109542057
831,2.0,0.00238085963582
832,2.0,0.00232658468659
833,1.0,0.00300531362918
834,1.0,0.00330364399988
835,1.0,0.0045832997693
836,2.0,0.00747570595447
837,2.0,0.00230875757379
838,2.0,0.00206195722879
839,2.0,0.00208136616749
840,1.0,0.00317260638381
841,2.0,0.0118113100683
842,1.0,0.00730176887429
843,1.0,0.00437550255712
844,1.0,0.00212697281018
845,1.0,0.00299634488548
846,2.0,0.00179877541334
847,2.0,0.00224617908414
848,2.0,0.00201084926969
849,1.0,0.00198025011474
850,2.0,0.00253193740336
851,2.0,0.00129340561428
852,2.0,0.0022378465735
853,2.0,0.00231383457899
854,2.0,0.00220230819276
855,2.0,0.000945750676568
856,1.0,0.00315062809628
857,1.0,0.0039731462624
858,2.0,0.00202741582595
859,1.0,0.00807081958858
860,2.0,0.0018125934073
861,2.0,0.00284562891957
862,2.0,0.0021593735101
863,1.0,0.00208407346395
864,1.0,0.00214792104406
865,2.0,0.00287821012545
866,1.0,0.00307707849426
867,2.0,0.00208156657581
868,1.0,0.00471763325629
869,1.0,0.00909170831046
870,2.0,0.00161674591742
871,1.0,0.00547598741514
872,1.0,0.00111679904266
873,2.0,0.00157793020311
874,2.0,0.00295378660228
875,2.0,0.00178046030927
876,2.0,0.00115742454256
877,2.0,0.00248771428371
878,1.0,0.00284077511475
879,2.0,0.0021040389397
880,2.0,0.00188573626691
881,1.0,0.00231006694979
882,2.0,0.00277794129024
883,1.0,0.00313885593234
884,1.0,0.00423889763119
885,2.0,0.0019299469183
886,1.0,0.00278713233656
887,1.0,0.0039218267414
888,1.0,0.0119172597525
889,1.0,0.00175990204422
890,2.0,0.00211722941633
891,2.0,0.00181833162514
892,1.0,0.00789878290398
893,2.0,0.00256225089301
894,2.0,0.00284763674496
895,1.0,0.00392322565053
896,1.0,0.00456763615307
897,0.0,0.0
898,1.0,0.00295721586419
899,2.0,0.00305440068583
900,1.0,0.00287935207357
901,2.0,0.00203174069396
902,2.0,0.0020077578806
903,2.0,0.00164111223726
904,1.0,0.00254352031897
905,1.0,0.00472151750776
906,2.0,0.00179188484297
907,1.0,0.00247158160172
908,1.0,0.00293262055008
909,2.0,0.00167215034069
910,1.0,0.0049998858339
911,1.0,0.00291935828758
912,2.0,0.00206615554061
913,2.0,0.0025017564842
914,2.0,0.00171423736075
915,2.0,0.00277781337268
916,2.0,0.00202188992182
917,2.0,0.00141285065534
918,1.0,0.0100655022984
919,2.0,0.00157555685079
920,1.0,0.00233688582167
921,2.0,0.00206398100964
922,2.0,0.00159484190007
923,2.0,0.00215370863257
924,2.0,0.00234785834618
925,2.0,0.0016237893744
926,1.0,0.00317720815698
927,2.0,0.00202425986948
928,2.0,0.00231428379571
929,2.0,0.00243648773669
930,2.0,0.00194376737293
931,1.0,0.00320565234034
932,2.0,0.00294435794762
933,2.0,0.00203490581096
934,2.0,0.00180850214671
935,2.0,0.00225014902275
936,1.0,0.00357949279889
937,2.0,0.00199315272871
938,1.0,0.00332479258862
939,1.0,0.00412061228839
940,1.0,0.00179092840842
941,1.0,0.00207202936334
942,2.0,0.0121399489463
943,2.0,0.00228557406414
944,1.0,0.00682223245328
945,2.0,0.00226499947142
946,2.0,0.00250853110506
947,2.0,0.00271932335407
948,2.0,0.00192907397174
949,2.0,0.0122029132504
950,2.0,0.0114924361043
951,2.0,0.00160169507159
952,2.0,0.001985070568
953,1.0,0.00242423966595
954,1.0,0.00193800073584
955,2.0,0.00147580676076
956,2.0,0.00227945976128
957,2.0,0.0016488182236
958,1.0,0.00428775117111
959,2.0,0.00194122040311
960,2.0,0.00232352626617
961,2.0,0.00260885706038
962,2.0,0.00131987505057
963,1.0,0.00349497789497
964,2.0,0.00176479421545
965,1.0,0.00305273739492
966,2.0,0.00212452051804
967,2.0,0.00210095593039
968,2.0,0.00527267857231
969,1.0,0.00492662820115
970,2.0,0.00185813271148
971,2.0,0.00201150843313
972,1.0,0.00302531953989
973,1.0,0.00130576280466
974,2.0,0.00242062452839
975,2.0,0.0022494216771
976,2.0,0.00242500084302
977,2.0,0.00450523220888
978,1.0,0.00377412711065
979,1.0,0.0023587736351
980,1.0,0.00358805037246
981,1.0,0.00368304419003
982,2.0,0.00264879582182
983,2.0,0.00247365088527
984,1.0,0.00285812251866
985,2.0,0.00182769571331
986,1.0,0.0028403976777
987,2.0,0.00252742533813
988,1.0,0.00389334713187
989,2.0,0.0116995559247
990,1.0,0.0112393375168
991,1.0,0.00512699053187
992,1.0,0.00572261065533
993,1.0,0.00131711078371
994,2.0,0.00224794789527
995,1.0,0.0033970018632
996,1.0,0.00354359607401
